result,stdev,iterations,regulation,learnrate
1.30137,0.6,20,0.400000,0.0016
1.30404,0.6,20,0.400000,0.0021
1.31083,0.6,20,0.400000,0.0026
1.31811,0.6,20,0.400000,0.0031
1.31813,0.6,20,0.400000,0.0036
1.32376,0.6,20,0.400000,0.0041
1.33011,0.6,20,0.400000,0.0046
1.33497,0.6,20,0.400000,0.0051
1.33863,0.6,20,0.400000,0.0056
1.3421,0.6,20,0.400000,0.0061
1.35126,0.6,20,0.400000,0.0066
1.35601,0.6,20,0.400000,0.0071
1.36177,0.6,20,0.400000,0.0076
1.36407,0.6,20,0.400000,0.0081
1.36971,0.6,20,0.400000,0.0086
1.37494,0.6,20,0.400000,0.0091
1.38004,0.6,20,0.400000,0.0096
1.88751,0.6,20,0.600000,0.0001
1.34445,0.6,20,0.600000,0.0006
1.33598,0.6,20,0.600000,0.0011
1.34159,0.6,20,0.600000,0.0016
1.34953,0.6,20,0.600000,0.0021
1.3561,0.6,20,0.600000,0.0026
1.36413,0.6,20,0.600000,0.0031
1.37087,0.6,20,0.600000,0.0036
1.37612,0.6,20,0.600000,0.0041
1.38207,0.6,20,0.600000,0.0046
1.38541,0.6,20,0.600000,0.0051
1.39012,0.6,20,0.600000,0.0056
1.39541,0.6,20,0.600000,0.0061
1.40115,0.6,20,0.600000,0.0066
1.40461,0.6,20,0.600000,0.0071
1.40923,0.6,20,0.600000,0.0076
1.41288,0.6,20,0.600000,0.0081
1.41748,0.6,20,0.600000,0.0086
1.42149,0.6,20,0.600000,0.0091
1.42523,0.6,20,0.600000,0.0096
1.99393,0.6,20,0.800000,0.0001
1.37796,0.6,20,0.800000,0.0006
1.3758,0.6,20,0.800000,0.0011
1.38209,0.6,20,0.800000,0.0016
1.38922,0.6,20,0.800000,0.0021
1.39636,0.6,20,0.800000,0.0026
1.40365,0.6,20,0.800000,0.0031
1.40938,0.6,20,0.800000,0.0036
1.41429,0.6,20,0.800000,0.0041
1.41894,0.6,20,0.800000,0.0046
1.42319,0.6,20,0.800000,0.0051
1.42738,0.6,20,0.800000,0.0056
1.43139,0.6,20,0.800000,0.0061
1.43517,0.6,20,0.800000,0.0066
1.43892,0.6,20,0.800000,0.0071
1.44288,0.6,20,0.800000,0.0076
1.44656,0.6,20,0.800000,0.0081
1.45035,0.6,20,0.800000,0.0086
1.45398,0.6,20,0.800000,0.0091
1.45758,0.6,20,0.800000,0.0096
2.08403,0.6,20,1.000000,0.0001
1.41259,0.6,20,1.000000,0.0006
1.4179,0.6,20,1.000000,0.0011
1.42381,0.6,20,1.000000,0.0016
1.43315,0.6,20,1.000000,0.0021
1.43927,0.6,20,1.000000,0.0026
1.44468,0.6,20,1.000000,0.0031
1.44964,0.6,20,1.000000,0.0036
1.45384,0.6,20,1.000000,0.0041
1.45791,0.6,20,1.000000,0.0046
1.46157,0.6,20,1.000000,0.0051
1.4653,0.6,20,1.000000,0.0056
1.46883,0.6,20,1.000000,0.0061
1.47233,0.6,20,1.000000,0.0066
1.47576,0.6,20,1.000000,0.0071
1.47922,0.6,20,1.000000,0.0076
1.48258,0.6,20,1.000000,0.0081
1.48591,0.6,20,1.000000,0.0086
1.48919,0.6,20,1.000000,0.0091
1.49244,0.6,20,1.000000,0.0096
1.63,0.8,20,0.000000,0.0001
1.34519,0.8,20,0.000000,0.0006
1.32246,0.8,20,0.000000,0.0011
1.30592,0.8,20,0.000000,0.0016
1.30322,0.8,20,0.000000,0.0021
1.28792,0.8,20,0.000000,0.0026
1.30894,0.8,20,0.000000,0.0031
1.28204,0.8,20,0.000000,0.0036
1.29692,0.8,20,0.000000,0.0041
1.29542,0.8,20,0.000000,0.0046
1.29231,0.8,20,0.000000,0.0051
1.30029,0.8,20,0.000000,0.0056
1.28804,0.8,20,0.000000,0.0061
1.2974,0.8,20,0.000000,0.0066
1.28743,0.8,20,0.000000,0.0071
1.31874,0.8,20,0.000000,0.0076
1.31084,0.8,20,0.000000,0.0081
1.30214,0.8,20,0.000000,0.0086
1.3128,0.8,20,0.000000,0.0091
1.32975,0.8,20,0.000000,0.0096
1.71913,0.8,20,0.200000,0.0001
1.36734,0.8,20,0.200000,0.0006
1.28772,0.8,20,0.200000,0.0011
1.27358,0.8,20,0.200000,0.0016
1.26138,0.8,20,0.200000,0.0021
1.27438,0.8,20,0.200000,0.0026
1.27814,0.8,20,0.200000,0.0031
1.2629,0.8,20,0.200000,0.0036
1.27949,0.8,20,0.200000,0.0041
1.28152,0.8,20,0.200000,0.0046
1.27821,0.8,20,0.200000,0.0051
1.28281,0.8,20,0.200000,0.0056
1.29215,0.8,20,0.200000,0.0061
1.29758,0.8,20,0.200000,0.0066
1.30198,0.8,20,0.200000,0.0071
1.30665,0.8,20,0.200000,0.0076
1.31461,0.8,20,0.200000,0.0081
1.31895,0.8,20,0.200000,0.0086
1.30805,0.8,20,0.200000,0.0091
1.31436,0.8,20,0.200000,0.0096
1.80733,0.8,20,0.400000,0.0001
1.34275,0.8,20,0.400000,0.0006
1.30342,0.8,20,0.400000,0.0011
1.30209,0.8,20,0.400000,0.0016
1.30622,0.8,20,0.400000,0.0021
1.31302,0.8,20,0.400000,0.0026
1.32079,0.8,20,0.400000,0.0031
1.32178,0.8,20,0.400000,0.0036
1.32479,0.8,20,0.400000,0.0041
1.33075,0.8,20,0.400000,0.0046
1.34283,0.8,20,0.400000,0.0051
1.33844,0.8,20,0.400000,0.0056
1.34243,0.8,20,0.400000,0.0061
1.34998,0.8,20,0.400000,0.0066
1.35566,0.8,20,0.400000,0.0071
1.36188,0.8,20,0.400000,0.0076
1.36635,0.8,20,0.400000,0.0081
1.37047,0.8,20,0.400000,0.0086
1.37323,0.8,20,0.400000,0.0091
1.3793,0.8,20,0.400000,0.0096
1.92782,0.8,20,0.600000,0.0001
1.34564,0.8,20,0.600000,0.0006
1.33481,0.8,20,0.600000,0.0011
1.34261,0.8,20,0.600000,0.0016
1.35038,0.8,20,0.600000,0.0021
1.3551,0.8,20,0.600000,0.0026
1.36231,0.8,20,0.600000,0.0031
1.37025,0.8,20,0.600000,0.0036
1.37474,0.8,20,0.600000,0.0041
1.38118,0.8,20,0.600000,0.0046
1.38598,0.8,20,0.600000,0.0051
1.39196,0.8,20,0.600000,0.0056
1.39547,0.8,20,0.600000,0.0061
1.40007,0.8,20,0.600000,0.0066
1.40481,0.8,20,0.600000,0.0071
1.40867,0.8,20,0.600000,0.0076
1.41388,0.8,20,0.600000,0.0081
1.41744,0.8,20,0.600000,0.0086
1.42097,0.8,20,0.600000,0.0091
1.42534,0.8,20,0.600000,0.0096
2.04667,0.8,20,0.800000,0.0001
1.3875,0.8,20,0.800000,0.0006
1.37391,0.8,20,0.800000,0.0011
1.38167,0.8,20,0.800000,0.0016
1.39063,0.8,20,0.800000,0.0021
1.39678,0.8,20,0.800000,0.0026
1.40296,0.8,20,0.800000,0.0031
1.40904,0.8,20,0.800000,0.0036
1.41399,0.8,20,0.800000,0.0041
1.41865,0.8,20,0.800000,0.0046
1.4226,0.8,20,0.800000,0.0051
1.42743,0.8,20,0.800000,0.0056
1.43132,0.8,20,0.800000,0.0061
1.43512,0.8,20,0.800000,0.0066
1.43891,0.8,20,0.800000,0.0071
1.4427,0.8,20,0.800000,0.0076
1.4464,0.8,20,0.800000,0.0081
1.4502,0.8,20,0.800000,0.0086
1.45385,0.8,20,0.800000,0.0091
1.45758,0.8,20,0.800000,0.0096
2.14863,0.8,20,1.000000,0.0001
1.4161,0.8,20,1.000000,0.0006
1.4179,0.8,20,1.000000,0.0011
1.42393,0.8,20,1.000000,0.0016
1.43108,0.8,20,1.000000,0.0021
1.43904,0.8,20,1.000000,0.0026
1.44491,0.8,20,1.000000,0.0031
1.44932,0.8,20,1.000000,0.0036
1.45377,0.8,20,1.000000,0.0041
1.45773,0.8,20,1.000000,0.0046
1.46158,0.8,20,1.000000,0.0051
1.46531,0.8,20,1.000000,0.0056
1.46878,0.8,20,1.000000,0.0061
1.47231,0.8,20,1.000000,0.0066
1.47582,0.8,20,1.000000,0.0071
1.4792,0.8,20,1.000000,0.0076
1.48261,0.8,20,1.000000,0.0081
1.4859,0.8,20,1.000000,0.0086
1.48918,0.8,20,1.000000,0.0091
1.49244,0.8,20,1.000000,0.0096
1.77353,1,20,0.000000,0.0001
1.36939,1,20,0.000000,0.0006
1.32395,1,20,0.000000,0.0011
1.31899,1,20,0.000000,0.0016
1.32261,1,20,0.000000,0.0021
1.30302,1,20,0.000000,0.0026
1.31747,1,20,0.000000,0.0031
1.30428,1,20,0.000000,0.0036
1.3116,1,20,0.000000,0.0041
1.32311,1,20,0.000000,0.0046
1.31047,1,20,0.000000,0.0051
1.30088,1,20,0.000000,0.0056
1.29483,1,20,0.000000,0.0061
1.31231,1,20,0.000000,0.0066
1.32485,1,20,0.000000,0.0071
1.29956,1,20,0.000000,0.0076
1.32913,1,20,0.000000,0.0081
1.33206,1,20,0.000000,0.0086
1.33247,1,20,0.000000,0.0091
1.32487,1,20,0.000000,0.0096
1.81479,1,20,0.200000,0.0001
1.39814,1,20,0.200000,0.0006
1.28968,1,20,0.200000,0.0011
1.28093,1,20,0.200000,0.0016
1.28138,1,20,0.200000,0.0021
1.26947,1,20,0.200000,0.0026
1.27221,1,20,0.200000,0.0031
1.27834,1,20,0.200000,0.0036
1.28071,1,20,0.200000,0.0041
1.27929,1,20,0.200000,0.0046
1.28995,1,20,0.200000,0.0051
1.28508,1,20,0.200000,0.0056
1.29471,1,20,0.200000,0.0061
1.29709,1,20,0.200000,0.0066
1.29618,1,20,0.200000,0.0071
1.30513,1,20,0.200000,0.0076
1.30789,1,20,0.200000,0.0081
1.30961,1,20,0.200000,0.0086
1.31408,1,20,0.200000,0.0091
1.32664,1,20,0.200000,0.0096
1.907,1,20,0.400000,0.0001
1.36805,1,20,0.400000,0.0006
1.30946,1,20,0.400000,0.0011
1.30868,1,20,0.400000,0.0016
1.30888,1,20,0.400000,0.0021
1.31661,1,20,0.400000,0.0026
1.3175,1,20,0.400000,0.0031
1.31866,1,20,0.400000,0.0036
1.32566,1,20,0.400000,0.0041
1.33465,1,20,0.400000,0.0046
1.33538,1,20,0.400000,0.0051
1.34368,1,20,0.400000,0.0056
1.34953,1,20,0.400000,0.0061
1.35247,1,20,0.400000,0.0066
1.35679,1,20,0.400000,0.0071
1.36572,1,20,0.400000,0.0076
1.36659,1,20,0.400000,0.0081
1.37076,1,20,0.400000,0.0086
1.37505,1,20,0.400000,0.0091
1.38246,1,20,0.400000,0.0096
1.97987,1,20,0.600000,0.0001
1.39243,1,20,0.600000,0.0006
1.33751,1,20,0.600000,0.0011
1.34443,1,20,0.600000,0.0016
1.35038,1,20,0.600000,0.0021
1.35703,1,20,0.600000,0.0026
1.36594,1,20,0.600000,0.0031
1.3692,1,20,0.600000,0.0036
1.37502,1,20,0.600000,0.0041
1.38084,1,20,0.600000,0.0046
1.38585,1,20,0.600000,0.0051
1.39164,1,20,0.600000,0.0056
1.39566,1,20,0.600000,0.0061
1.39944,1,20,0.600000,0.0066
1.40412,1,20,0.600000,0.0071
1.40845,1,20,0.600000,0.0076
1.41319,1,20,0.600000,0.0081
1.41761,1,20,0.600000,0.0086
1.42201,1,20,0.600000,0.0091
1.42552,1,20,0.600000,0.0096
2.118,1,20,0.800000,0.0001
