result,stdev,iterations,regulation,learnrate
1.27801,0.6,400,0.400000,0
1.26916,0.6,400,0.600000,0
1.27253,0.6,400,0.800000,0
1.26878,0.6,400,1.000000,0
1.30131,0.8,400,0.000000,0
1.28219,0.8,400,0.200000,0
1.28355,0.8,400,0.400000,0
1.26971,0.8,400,0.600000,0
1.26603,0.8,400,0.800000,0
1.25973,0.8,400,1.000000,0
1.29065,1,400,0.000000,0
1.26335,1,400,0.200000,0
1.26958,1,400,0.400000,0
1.27013,1,400,0.600000,0
1.26502,1,400,0.800000,0
1.25929,1,400,1.000000,0
